strain	toxin
20160917NWWH1	Cry1Ab2
20160917NWWH3	Cry8Ja1
20160917NWWH3	Cry8Ja1
20160917NWWH3	Vpb1Aa3
20160917NWWH3	Vpb1Ea2
20160917NWWH3	Cry8Ja1
20160917NWWH3	Mpp5Ab1
20160917NWWH3	Cry1Ia44
20160917NWWH3	Cry2Aa9
20160917NWWH3	Cry1Ac9
20160917NWWH3	Cry1Aa18
20160917NWWH3	Cry8Ja1
20160917NWWH3	Cry9Ea9
20160917NWWH3	Mpp3Aa6
20160917NWWH3	Cry8Ea5
20160917NWWH3	Cry1Ea7
20160917NWWH3	Vpb4Ca1
20160917NWWH3	Mpp46Ab1
20160917NWWH3	Mpp46Ab1
20160917NWWH3	Cry1Gc1
20160917NWWH3	Cry8Fa3
20160917NWWH3	Cry8Fa4
20160917NWWH3	Vip3Aa7
20160917NWWH3	Cry2Ab35
20160917NWWH3	Cry1Aa24
20160917NWWH3	Cry1Ab11
20160917NWWH5	Vpb1Aa3
20160917NWWH5	Vpb1Ea2
20160917NWWH5	Tpp80Aa1
20160917NWWH5	Mpp5Ab1
20160917NWWH5	Cry2Aa9
20160917NWWH5	Cry1Ia44
20160917NWWH5	Cry1Ac40
20160917NWWH5	Cry8Ja1
20160917NWWH5	Cry21Ca2
20160917NWWH5	Cry58Aa1
20160917NWWH5	Vpb4Ca1
20160917NWWH5	Vpa2Af2
20160917NWWH5	Cry1Ac4
20160917NWWH5	Cry1Aa18
20160917NWWH5	Cry1Aa17
20160917NWWH5	Vpb4Ca1
20160917NWWH5	Cry8Ja1
20160917NWWH5	Vip3Aa7
20160917NWWH5	Cry2Ab35
20160917NWWH5	Vpb4Ca1
20160917NWWH5	Cry1Ca9
20160917NWWH5	Mpp3Aa6
20160917NWWH5	Cry8Ea5
20160917NWWH5	Cry5Da2
20160917NWWH5	Cry21Da1
20160917NWWH5	Mpp46Ab1
20160917NWWH5	Mpp46Ab1
20160917NWWH5	Cry8Fa4
20160917NWWH5	Cry8Fa1
20160917NWWH5	App4Aa1
20160917NWWH5	Cry8Ja1
20160917NWWH5	Cry8Ja1
20160919NWWH10	Cry1Ia44
20160919NWWH10	Cry2Aa9
20160919NWWH10	Vip3Aa7
20160919NWWH10	Cry9Ea9
20160919NWWH10	Cry2Ab35
20160919NWWH10	Cry1Ea5
20160919NWWH10	Cry1Ea9
20160919NWWH10	Vpb4Ca1
20160919NWWH10	Cry1Ac9
20160919NWWH10	Cry1Aa18
20160919NWWH10	Cry1Aa6
20160919NWWH10	Cry1Gc1
20160919NWWH10	Vpb1Ab1
20160919NWWH10	Cry1Aa24
20160919NWWH6	Tpp80Ab1
20160919NWWH6	Cry1Da2
20160919NWWH6	Vpb4Ca1
20160919NWWH6	Vip3Bc1
20160919NWWH6	Tpp78Ba1
20160919NWWH6	Cry1Ac4
20160919NWWH6	Cry1Aa18
20160919NWWH6	Mpp82Aa1
20160919NWWH6	Vpb4Ca1
20160919NWWH6	Cry1Ea5
20160919NWWH6	Cry9Ea9
20160919NWWH6	Cry1Ea5
20160919NWWH6	Vpb4Ca1
20160919NWWH6	Vpb4Ca1
20160919NWWH6	Vip2Ah1
20160919NWWH6	Mpp46Ab1
20160919NWWH6	Cry1Ca9
20160919NWWH6	Cry1Ea9
20160919NWWH6	Cry2Ab7
20160919NWWH6	Cry2Aa7
20160919NWWH6	Cry2Aa17
20160919NWWH6	Cry1Ia44
20160919NWWH6	Cry2Ab29
20160919NWWH6	Cry1Aa6
20160919NWWH6	Cry2Ad5
20160919NWWH6	Cry2Aa8
20160919NWWH6	Vip3Aa7
20160919NWWH6	Mpp75Aa2
20160919NWWH7	Cry8Ja1
20160919NWWH7	Cry8Ja1
20160919NWWH7	Vpb1Aa3
20160919NWWH7	Vpb1Ea2
20160919NWWH7	Cry21Ba1
20160919NWWH7	Mpp5Ab1
20160919NWWH7	Vpb4Ca1
20160919NWWH7	Cry1Ia44
20160919NWWH7	Cry2Aa9
20160919NWWH7	Cry69Ab1
20160919NWWH7	Cry58Aa1
20160919NWWH7	Cry1Ac9
20160919NWWH7	Cry1Aa18
20160919NWWH7	Cry8Ja1
20160919NWWH7	Cry21Ca2
20160919NWWH7	Cry21Ca1
20160919NWWH7	Mpp46Ab1
20160919NWWH7	Cry8Ja1
20160919NWWH7	Cyt2Ca1
20160919NWWH7	Cry9Ea9
20160919NWWH7	Cry8Ea5
20160919NWWH7	Mpp3Aa6
20160919NWWH7	Vip3Aa7
20160919NWWH7	Cry2Ab35
20160919NWWH7	Cry1Ea7
20160919NWWH7	Cry1Gc1
20160919NWWH7	Cry1Aa24
20160919NWWH7	Cry1Aa6
20160919NWWH7	Mpp46Ab1
20160919NWWH7	Cry8Fa4
20160919NWWH7	Cry8Fa1
20160919NWWH7	Vpb4Ca1
20160919NWWH7	Tpp78Ba1
20160919NWWH7	Mpp45Aa1
20160919NWWH8	Tpp1Aa5
20160919NWWH8	Cry8Ja1
20160919NWWH8	Cry1Ia44
20160919NWWH8	Cry2Aa9
20160919NWWH8	Cry1Aa18
20160919NWWH8	Cry32Eb1
20160919NWWH8	Cry8Ja1
20160919NWWH8	Cry1Ca9
20160919NWWH8	Mpp5Ab1
20160919NWWH8	Cry9Ea9
20160919NWWH8	Mpp3Aa6
20160919NWWH8	Cry8Ea5
20160919NWWH8	Mpp46Ab1
20160919NWWH8	Cry1Ea7
20160919NWWH8	Vip3Aa7
20160919NWWH8	Cry2Ab35
20160919NWWH8	Mpp46Ab1
20160919NWWH8	Cry8Fa3
20160919NWWH8	Cry8Fa4
20160919NWWH8	Vpb4Ca1
20160919NWWH8	Tpp78Ba1
20160919NWWH8	Cry1Aa6
20160919NWWH8	Cry1Ac9
20160919NWWH8	Vpb4Ca1
20160919NWWH8	Cry8Na1
20160919NWWH8	Vpb1Aa3
20160919NWWH8	Vpb1Ea2
20160919NWWH8	Cry8Ja1
20160919NWWH8	Cry8Ja1
20160919NWWH9	Vpa2Ab1
20160919NWWH9	Tpp80Ab1
20160919NWWH9	Cry1Ea8
20160919NWWH9	Cry1Ac4
20160919NWWH9	Cry1Aa18
20160919NWWH9	Cry9Ea9
20160919NWWH9	Cry1Ia44
20160919NWWH9	Cry1Ea5
20160919NWWH9	Vpa2Ba2
20160919NWWH9	Cry1Ea12
20160919NWWH9	Cry2Ab7
20160919NWWH9	Cry2Aa7
20160919NWWH9	Cry2Aa7
20160919NWWH9	Vpb1Ad1
20160919NWWH9	Cry2Ab29
20160919NWWH9	Cry1Aa6
20160919NWWH9	Cry2Ad5
20160919NWWH9	Cry2Aa8
20160919NWWH9	Mpp5Ab1
20160919NWWH9	Vip3Aa7
20160919NWWH9	Vpb1Ab1
20160928NWWH23	Tpp78Ba1
20160928NWWH23	Xpp22Bb1
20160928NWWH23	Cry1Ea5
20160928NWWH23	Cry1Aa6
20160928NWWH23	Vip3Bc1
20160928NWWH23	Vpb4Ca1
20160928NWWH23	Mpp46Ab1
20160928NWWH23	Cry21Ca2
20160928NWWH23	Mpp3Aa1
20160928NWWH23	Vpb1Ab1
20160928NWWH23	Vpa2Ab1
20160928NWWH23	Cry58Aa1
20160928NWWH23	Cry21Ca2
20160928NWWH23	Cry2Ab35
20160928NWWH23	Cry14Ab1
20160928NWWH23	Cry1Ah2
20160928NWWH23	Mpp2Aa1
20160928NWWH23	Cry3Aa7
20160928NWWH23	Vpb4Aa1
20160928NWWH23	Cry8Fa3
20160928NWWH23	Vpa2Ba2
20160928NWWH23	Vpb1Da1
20160928NWWH23	Xpp37Aa1
20160928NWWH23	Mpp23Aa1
20160928NWWH23	Vpa2Ba2
20160928NWWH23	App4Aa1
20160928NWWH23	Vpa2Bb4
20160928NWWH23	Vpb1Ad1
20160928NWWH23	Mpp5Ab1
20160928NWWH23	Tpp35Ab1
20160928NWWH23	Cry11Ba1
20160928NWWH23	Cry2Aa16
20160928NWWH23	Mpp5Ab1
20160928NWWH23	Xpp77Aa1
20160928NWWH23	Cry1Ia44
20160928NWWH23	Cry1Da2
20160928NWWH23	Tpp78Ba1
20160928NWWH23	Mpp3Aa6
20160928NWWH23	Xpp77Aa1
20160928NWWH23	Vpb4Aa2
20160928NWWH23	Cry1Aa17
20160928NWWH23	Vpb1Aa3
20160928NWWH23	Vpb1Ea2
20160928NWWH23	Vpb4Ca1
20160928NWWH23	Cry1Ea5
20160928NWWH23	Vpb4Ca1
20160928NWWH23	Cry8Fa4
20160928NWWH23	Mpp3Aa6
20160928NWWH23	Cry1Ac4
20160928NWWH23	Cry1Aa18
20160928NWWH23	Vip3Aa7
20160928NWWH23	Cry9Ea9
20160928NWWH23	Cry1Ca9
20160928NWWH23	Cry2Aa9
20160928NWWH23	Mpp2Aa5
20160928NWWH23	Cry8Ea5
20160928NWWH23	Mpp2Aa1
20160928NWWH24	Cry32Mb1
20160928NWWH24	Cry32Fa1
20160928NWWH24	Cry32Pa1
20160928NWWH24	Cry41Ba2
20160928NWWH24	Cry32Da1
20160928NWWH24	Cry66Aa2
20160928NWWH24	Vpb4Aa2
20160928NWWH24	Vpb4Ca1
20160928NWWH24	Cry8Ea5
20160928NWWH24	Vpb4Ca1
20160928NWWH24	Cry8Ja1
20160928NWWH24	Cry8Ja1
20160928NWWH24	Cry1Ac5
20160928NWWH24	Cry66Aa2
20160928NWWH24	Cry66Aa2
20160928NWWH24	Cry1Ac4
20160928NWWH24	Cry1Aa18
20160928NWWH24	Vpb1Aa3
20160928NWWH24	Vpb1Ea2
20160928NWWH24	Cry32Ha2
20160928NWWH24	Cry1Ac40
20160928NWWH24	Cry2Aa9
20160928NWWH24	Cry1Ia44
20160928NWWH24	Vpb4Ca1
20160928NWWH24	Vpb4Ca1
20160928NWWH24	Vpb4Ca1
20160928NWWH24	Vpb4Ca1
20160928NWWH24	Cyt2Aa3
20160928NWWH24	Cyt2Ca1
20160928NWWH24	Cyt2Aa3
20160928NWWH24	Cry8Fa4
20160928NWWH24	Cry32Ua1
20160928NWWH24	Cry32Sa1
20160928NWWH24	Mpp5Ab1
20160928NWWH24	Mpp3Aa6
20160928NWWH24	Tpp78Aa1
20160928NWWH24	Cry8Fa1
20160928NWWH24	Vip3Aa7
20160928NWWH24	Cry2Ab35
20160928NWWH25	Cry54Ba2
20160928NWWH25	Tpp36Aa1
20160928NWWH25	App4Aa1
20160928NWWH25	Cry68Aa1
20160928NWWH25	Vpb1Ab1
20160928NWWH25	Vpa2Ab1
20160928NWWH25	Vpa2Ba2
20160928NWWH25	Xpp37Aa1
20160928NWWH25	Mpp23Aa1
20160928NWWH25	Vpb4Aa2
20160928NWWH25	Vpa2Ba2
20160928NWWH25	Vpb1Da1
20160928NWWH25	Tpp80Aa1
20160928NWWH25	Cry69Aa1
20160928NWWH25	Cry69Aa2
20160928NWWH25	Vpb4Ca1
20160928NWWH25	Cry69Ab1
20160928NWWH25	Cry4Ca1
20160928NWWH25	Mpp5Ab1
20160928NWWH25	Vip3Aa7
20160928NWWH25	Cry2Ab35
20160928NWWH25	Cry70Aa1
20160928NWWH25	Cry70Aa1
20160928NWWH25	Cry41Ab1
20160928NWWH25	Cry1Ea9
20160928NWWH25	Cry4Aa4
20160928NWWH25	Cry70Aa1
20160928NWWH25	Tpp78Ba1
20160928NWWH25	Xpp22Bb1
20160928NWWH25	Cry1Ac40
20160928NWWH25	Vpb4Aa2
20160928NWWH25	Cry40Da1
20160928NWWH25	Cry3Aa7
20160928NWWH25	Cry1Ac4
20160928NWWH25	Cry1Aa18
20160928NWWH25	Mpp60Ba3
20160928NWWH25	Cry1Gc1
20160928NWWH25	Cry68Aa1
20160928NWWH25	Cry68Aa1
20160928NWWH25	Cry4Aa4
20160928NWWH25	Cry4Ca1
20160928NWWH25	Cry2Aa9
20160928NWWH25	Cry1Ia44
20160928NWWH25	Cry4Aa1
20160928NWWH25	Cry30Fa1
20160928NWWH25	Vpb4Ca1
20160928NWWH25	Cyt2Ca1
20160928NWWH25	Cry21Ca2
20160928NWWH25	Cry58Aa1
20160928NWWH25	Cyt1Da2
20160928NWWH25	Cyt2Aa4
20160928NWWH26	Cry1Aa6
20160928NWWH26	Cry2Aa9
20160928NWWH26	Cry1Ia44
20160928NWWH26	Cry1Ac5
20160928NWWH26	Cry1Ac9
20160928NWWH26	Cry1Aa17
20160928NWWH26	Vip3Aa7
20160928NWWH26	Cry2Ab35
20160928NWWH26	Vpb4Ca1
20160928NWWH26	Vpb4Ca1
20160928NWWH26	Mpp46Ab1
20160928NWWH27	Cyt2Ca1
20160928NWWH27	Vip3Aa7
20160928NWWH27	Cry2Ab35
20160928NWWH27	Cry8Fa3
20160928NWWH27	Tpp80Ab1
20160928NWWH27	Tpp80Aa1
20160928NWWH27	Cry8Fa4
20160928NWWH27	Cry8Ea6
20160928NWWH27	Vpb4Ca1
20160928NWWH27	Tpp80Aa1
20160928NWWH27	Cry1Ea10
20160928NWWH27	Tpp78Ba1
20160928NWWH27	App4Aa1
20160928NWWH27	Vpb4Aa2
20160928NWWH27	Vpb1Ea2
20160928NWWH27	Vpb1Aa3
20160928NWWH27	Cry1Aa6
20160928NWWH27	Cry1Ac9
20160928NWWH27	Cry1Aa18
20160928NWWH27	Cry1Ac5
20160928NWWH27	Vpb4Ca1
20160928NWWH27	Mpp46Ab1
20160928NWWH27	Cry2Aa9
20160928NWWH27	Cry1Ia44
20160928NWWH27	Vpb4Ca1
20160928NWWH27	Vpb4Ca1
20160928NWWH27	Cry58Aa1
20160928NWWH27	Cry21Ca2
20160928NWWH27	Cry43Ca1
20160928NWWH27	Mpp60Ba3
20160928NWWH27	Mpp60Ba3
20160928NWWH27	Mpp64Aa1
20160928NWWH27	Mpp46Ab1
20160928NWWH27	Cry8Ab1
20160928NWWH27	Vpb1Bb2
20160928NWWH27	Vpb1Bb3
20160928NWWH27	Vpb1Bb3
20160928NWWH27	Mpp5Ab1
20160928NWWH27	Mpp3Aa6
20160928NWWH28	Mpp46Ab1
20160928NWWH28	Cry1Ea5
20160928NWWH28	Tpp80Aa1
20160928NWWH28	Tpp80Aa1
20160928NWWH28	Vip3Ad1
20160928NWWH28	Vpb4Aa2
20160928NWWH28	Vip3Aa7
20160928NWWH28	Cry2Ab35
20160928NWWH28	Cry1Ca9
20160928NWWH28	Cry1Da2
20160928NWWH28	Xpp22Bb1
20160928NWWH28	Tpp78Ba1
20160928NWWH28	Tpp78Ba1
20160928NWWH28	Cry1Ea10
20160928NWWH28	Vpb4Ca1
20160928NWWH28	Vpb4Ca1
20160928NWWH28	Mpp46Ab1
20160928NWWH28	Cry32Ra1
20160928NWWH28	Cry1Ia44
20160928NWWH28	Cry2Aa9
20160928NWWH28	Cry1Ac4
20160928NWWH28	Cry1Aa18
20160928NWWH28	Vpb4Aa2
20160928NWWH28	Cry5Ba2
20160928NWWH28	Tpp80Ab1
20160928NWWH28	Cry1Aa6
20160928NWWH28	Mpp75Aa1
20160928NWWH28	Cry9Ea9
20160928NWWH28	Vpb4Ca1
20160928NWWH28	Vpb4Ca1
20160928NWWH28	Cry1Gc1
20160928NWWH28	App4Aa1
20160928NWWH28	App4Aa1
20160928NWWH28	Cry1Ac40
20160928NWWH28	Cry32Sa1
20160928NWWH28	Vip3Bc1
20160928NWWH28	Vpb4Ca1
20160928NWWH29	Mpp3Aa6
20160928NWWH29	Cry32Sa1
20160928NWWH29	Cry32Sa1
20160928NWWH29	Tpp78Aa1
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Cry43Ca1
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Cry1Ca4
20160928NWWH29	Cry32Ua1
20160928NWWH29	Cry8Fa3
20160928NWWH29	Cry2Aa9
20160928NWWH29	Mpp82Aa1
20160928NWWH29	Vip3Aa7
20160928NWWH29	Cry2Ab35
20160928NWWH29	Cry32Mb1
20160928NWWH29	Cry43Ca1
20160928NWWH29	Cry32Ca1
20160928NWWH29	Tpp80Ab1
20160928NWWH29	Cry32Ha2
20160928NWWH29	Cry41Ba2
20160928NWWH29	Cry8Ea5
20160928NWWH29	Cry1Da2
20160928NWWH29	Vpb1Aa3
20160928NWWH29	Vpb1Ea2
20160928NWWH29	Cry1Ac40
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Tpp78Ba1
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Vpb4Aa2
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Cry5Ba2
20160928NWWH29	Cyt2Aa3
20160928NWWH29	Cyt2Aa3
20160928NWWH29	Cyt2Ca1
20160928NWWH29	Vpa2Bb4
20160928NWWH29	Cry1Ac5
20160928NWWH29	Cry8Fa4
20160928NWWH29	Cry1Aa18
20160928NWWH29	Cry66Aa2
20160928NWWH29	Cry32Fa1
20160928NWWH29	Cry32Pa1
20160928NWWH29	Cry66Aa2
20160928NWWH29	Cry66Aa2
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Cry1Ac4
20160928NWWH29	Cry9Ea9
20160928NWWH29	Tpp80Aa1
20160928NWWH29	Mpp5Ab1
20160928NWWH29	Vip3Bc1
20160928NWWH29	Xpp22Ba1
20160928NWWH29	App4Aa1
20160928NWWH29	Cry32Ta1
20160928NWWH29	Vpb4Ca1
20160928NWWH29	Cry66Aa2
20160928NWWH29	Cry1Ia44
20160928NWWH29	Cry1Da2
20160928NWWH29	Cry1Ca9
20160928YYYH13	Cry1Ac28
20160928YYYH13	Tpp78Aa1
20160928YYYH13	Tpp78Ba1
20160928YYYH13	Cry5Ba2
20160928YYYH13	Vpb1Ba2
20160928YYYH13	Vpb4Aa2
20160928YYYH13	Cry1Ac5
20160928YYYH13	Vpb4Ca1
20160928YYYH13	Xpp22Bb1
20160928YYYH13	Vpb4Ca1
20160928YYYH13	Cry1Ia44
20160928YYYH13	Cry2Aa9
20160928YYYH13	Cry1Ac19
20160928YYYH13	Cry1Aa18
20160928YYYH13	Cyt2Aa3
20160928YYYH13	Cyt2Ca1
20160928YYYH13	Cyt2Bc1
20160928YYYH13	Cyt2Aa4
20160928YYYH13	Tpp80Ab1
20160928YYYH13	Vip3Aa7
20160928YYYH13	Vpb4Ca1
20160928YYYH13	Cry2Ab35
20160928YYYH13	Xpp22Ba1
20160928YYYH13	Cry2Ai1
20160928YYYH13	Mpp46Ab1
20160928YYYH14	Tpp1Aa4
20160928YYYH14	Cry5Ba2
20160928YYYH14	Vpb4Ca1
20160928YYYH14	Tpp78Aa1
20160928YYYH14	Vpb4Ca1
20160928YYYH15	Vpb4Ca1
20160928YYYH15	Vpb4Ca1
20160928YYYH15	Tpp78Aa1
20160928YYYH15	Mpp46Ab1
20160928YYYH15	Vpb4Aa2
20160928YYYH15	Cry1Ac9
20160928YYYH15	Cry5Ba2
20160928YYYH15	Cry1Aa8
20161004YYYH16	Tpp78Aa1
20161004YYYH16	Cry70Aa1
20161004YYYH16	Cry1Ac9
20161004YYYH16	Vip3Aa7
20161004YYYH16	Cry2Ab35
20161004YYYH16	Cry1Ia44
20161004YYYH16	Cry2Aa9
20161004YYYH16	Vpb4Ca1
20161004YYYH17	Cry73Aa1
20161004YYYH17	Tpp78Ba1
20161004YYYH17	Vpb4Ca1
20161004YYYH17	Cry1Ia44
20161004YYYH17	Cry1Ac9
20161004YYYH17	Cry2Aa9
20161004YYYH17	Vpb4Ca1
20161004YYYH17	Tpp78Aa1
20161004YYYH17	Vip3Aa7
20161004YYYH17	Cry2Ab35
20161004YYYH17	Cry1Aa6
20161004YYYH17	Cry1Aa18
20161004YYYH17	Mpp46Ab1
20161004YYYH17	Cry5Ba2
20161004YYYH17	Vpb4Ca1
20161004YYYH17	Vpb4Ca1
20161004YYYH18	Vpb1Aa1
20161004YYYH18	Tpp78Aa1
20161008YYYH19	Cry1Ac9
20161008YYYH19	Cry5Ba2
20161008YYYH19	Tpp78Aa1
20161008YYYH20	Cry73Aa1
20161008YYYH20	Vpb4Aa2
20161008YYYH20	Vpb4Ca1
20161008YYYH20	App4Aa1
20161008YYYH20	Vpb4Ca1
20161008YYYH20	Tpp78Ba1
20161008YYYH20	Vpb1Ab1
20161008YYYH20	Vpb4Ca1
20161008YYYH20	Mpp46Ab1
20161008YYYH21	Tpp78Aa1
20161008YYYH21	Cry1Gc1
20161008YYYH21	Cry70Aa1
20161008YYYH21	Mpp46Ab1
20161008YYYH21	App4Aa1
20161008YYYH21	Cry5Ba2
20161008YYYH21	Vpb4Ca1
20161008YYYH22	Cry70Aa1
20161008YYYH22	Vpb1Bc1
20161008YYYH22	Vpb1Ac1
20161008YYYH22	Tpp78Aa1
20161011NWWH20	Cry1Da2
20161011NWWH20	Cry1Ca9
20161011NWWH20	Vpa2Bb4
20161011NWWH20	Tpp78Ba1
20161011NWWH20	Cry2Aa9
20161011NWWH20	Cry21Ca2
20161011NWWH20	Cry58Aa1
20161011NWWH20	Mpp46Ab1
20161011NWWH20	Cry4Ca2
20161011NWWH20	Cry52Ba1
20161011NWWH20	Vpb4Aa2
20161011NWWH20	Cry1Ac4
20161011NWWH20	Cry1Aa18
20161011NWWH20	Vpb4Ca1
20161011NWWH20	Vpb4Ca1
20161011NWWH20	Vpb4Ca1
20161011NWWH20	Vpb4Ca1
20161011NWWH20	Cry1Ea7
20161011NWWH20	Cry1Ac23
20161011NWWH20	Vpb4Ca1
20161011NWWH20	Vip3Bc1
20161011NWWH20	Cry1Aa6
20161011NWWH20	Tpp80Ab1
20161011NWWH20	App4Aa1
20161011NWWH20	Cry8Ca1
20161011NWWH20	Cry1Ia44
20161011NWWH20	Cry9Ea9
20161011NWWH20	Cry1Aa18
20161011NWWH20	Vip3Aa7
20161011NWWH20	Cry2Ab35
20161011NWWH21	Cry32Ca1
20161011NWWH21	Cry43Ca1
20161011NWWH21	Cyt2Ca1
20161011NWWH21	Cry8Fa3
20161011NWWH21	Mpp82Aa1
20161011NWWH21	Cry2Aa9
20161011NWWH21	Cry8Ea5
20161011NWWH21	Mpp46Ab1
20161011NWWH21	Vpb1Aa3
20161011NWWH21	Vpb1Ea2
20161011NWWH21	Vpb4Aa2
20161011NWWH21	Cry1Ab11
20161011NWWH21	Cry1Ac19
20161011NWWH21	Cry1Aa18
20161011NWWH21	Cry1Ac5
20161011NWWH21	Cry8Fa4
20161011NWWH21	Mpp3Aa6
20161011NWWH21	Vpa2Bb4
20161011NWWH21	Vpb4Ca1
20161011NWWH21	Tpp80Aa1
20161011NWWH21	Vpb4Ca1
20161011NWWH21	Vpb4Ca1
20161011NWWH21	Cry1Ia44
20161011NWWH21	Mpp46Ab1
20161011NWWH21	Mpp5Ab1
20161011NWWH21	Cry21Ca2
20161011NWWH21	Cry58Aa1
20161011NWWH21	Cry58Aa1
20161011NWWH21	Vip3Aa7
20161011NWWH21	Cry2Ab35
20161011NWWH22	Cry32Ra1
20161011NWWH22	Cry69Aa1
20161011NWWH22	Cry53Aa1
20161011NWWH22	Cry4Da1
20161011NWWH22	Cry9Ea9
20161011NWWH22	Cry66Aa2
20161011NWWH22	Cry70Bb1
20161011NWWH22	Cry4Aa4
20161011NWWH22	Cry70Bb1
20161011NWWH22	Cry70Bb1
20161011NWWH22	Cry70Bb1
20161011NWWH22	Tpp49Ab1
20161011NWWH22	Mpp2Aa5
20161011NWWH22	Cry32Va1
20161011NWWH22	Cry32La1
20161011NWWH22	Cry32Ca1
20161011NWWH22	Vpb4Aa1
20161011NWWH22	Vip3Bc1
20161011NWWH22	Mpp82Aa1
20161011NWWH22	Cry42Aa1
20161011NWWH22	Mpp46Ab1
20161011NWWH22	Cry54Aa2
20161011NWWH22	Mpp33Aa1
20161011NWWH22	Cry43Ca1
20161011NWWH22	Cry32Ca1
20161011NWWH22	Cry4Da1
20161011NWWH22	Tpp78Aa1
20161011NWWH22	Cry32Ta1
20161011NWWH22	Vpb4Ca1
20161011NWWH22	Tpp78Ba1
20161011NWWH22	Vpb4Aa2
20161011NWWH22	Cry1Ac4
20161011NWWH22	Cry1Aa18
20161011NWWH22	Cry1Aa21
20161011NWWH22	Vip3Aa7
20161011NWWH22	Cry2Ab35
20161011NWWH22	Cry1Da2
20161011NWWH22	Cry1Ca9
20161011NWWH22	Cry8Ea5
20161011NWWH22	Vpb4Ca1
20161011NWWH22	Cry4Da1
20161011NWWH22	Cry9Aa3
20161011NWWH22	Cyt2Ca1
20161011NWWH22	Cry73Aa1
20161011NWWH22	App4Aa1
20161011NWWH22	App4Aa1
20161011NWWH22	Tpp80Aa1
20161011NWWH22	Vpb4Ca1
20161011NWWH22	Cry21Ca2
20161011NWWH22	Cry58Aa1
20161011NWWH22	Cry1Aa6
20161011NWWH22	Cry32Ka1
20161011NWWH22	Cry1Ia44
20161011NWWH22	Cry2Aa9
20161011NWWH22	Cry41Aa1
20161011NWWH22	Cry32Eb1
20161014NWWH12	Cry1Ea9
20161014NWWH12	Cry2Aa9
20161014NWWH12	Tpp78Ba1
20161014NWWH12	Cry32Ha2
20161014NWWH12	Vpb4Ca1
20161014NWWH12	Vpb4Aa2
20161014NWWH12	Cry1Ac9
20161014NWWH12	Cry1Aa18
20161014NWWH12	Cry1Aa6
20161014NWWH12	Vpb4Ca1
20161014NWWH12	Mpp46Ab1
20161014NWWH12	Cry1Ac2
20161014NWWH12	Vpa2Ab1
20161014NWWH12	Vpb1Ab1
20161014NWWH12	Cry1Aa24
20161014NWWH12	Mpp82Aa1
20161014NWWH12	Cry1Ia44
20161014NWWH12	Cry9Ea9
20161014NWWH12	Vpb4Ca1
20161014NWWH12	Cry1Ab8
20161014NWWH12	Cry2Ab35
20161014NWWH12	Vip3Aa7
20161014NWWH12	Cry1Ea5
20161014NWWH12	Cry32Eb1
20161014NWWH12	Vpb4Ca1
20161014NWWH13	Cry1Ia44
20161014NWWH13	Cry40Da1
20161014NWWH13	Cry4Ca1
20161014NWWH13	Cry1Aa3
20161014NWWH13	Cry69Aa2
20161014NWWH13	Cry32Ca1
20161014NWWH13	Vpb4Ca1
20161014NWWH13	Cry9Ga1
20161014NWWH13	Vpa2Ba2
20161014NWWH13	Xpp37Aa1
20161014NWWH13	Mpp23Aa1
20161014NWWH13	Tpp49Aa4
20161014NWWH13	Cry70Ba1
20161014NWWH13	Cry2Aa9
20161014NWWH13	Cry43Ca1
20161014NWWH13	Cry70Aa1
20161014NWWH13	Cyt2Ca1
20161014NWWH13	Mpp33Aa1
20161014NWWH13	Cry3Aa7
20161014NWWH13	Mpp46Ab1
20161014NWWH13	Mpp5Ab1
20161014NWWH13	Vpa2Bb4
20161014NWWH13	Vpb1Ad1
20161014NWWH13	Cry32Ta1
20161014NWWH13	Mpp15Aa1
20161014NWWH13	Cry41Ab1
20161014NWWH13	Vpb4Aa2
20161014NWWH13	Vpb4Ca1
20161014NWWH13	Tpp80Ab1
20161014NWWH13	Cry32Sa1
20161014NWWH13	Cry43Cc1
20161014NWWH13	Cry4Aa4
20161014NWWH13	Vpb4Ca1
20161014NWWH13	App4Aa1
20161014NWWH13	Tpp78Ba1
20161014NWWH13	Xpp22Bb1
20161014NWWH13	Vpa2Ab1
20161014NWWH13	Vpb1Ab1
20161014NWWH13	Vpb4Ca1
20161014NWWH13	Vpa2Ba2
20161014NWWH13	Vpb1Da1
20161014NWWH13	Cry41Aa1
20161014NWWH13	Cry70Ba1
20161014NWWH13	Cry70Bb1
20161014NWWH13	Cry70Bb1
20161014NWWH13	Cry70Bb1
20161014NWWH13	Mpp2Aa5
20161014NWWH13	Cry66Aa2
20161014NWWH13	Cry68Aa1
20161014NWWH13	Vip3Aa7
20161014NWWH13	Cry2Ab35
20161014NWWH13	Cry68Aa1
20161014NWWH13	Cry32Va1
20161014NWWH13	Cry9Aa3
20161014NWWH13	Cry69Aa1
20161014NWWH13	Cry53Aa1
20161014NWWH13	Cry4Da1
