strain	toxin
20160805HGQH4	Cry1Aa6
20160805HGQH4	Cyt2Ca1
20160805HGQH4	App6Ba1
20160805HGQH4	Mpp33Aa1
20160805HGQH4	Mpp46Ab1
20160805HGQH4	Tpp80Ab1
20160805HGQH4	Cry29Aa1
20160805HGQH4	Mpp2Aa5
20160805HGQH4	Cry70Bb1
20160805HGQH4	Cry70Bb1
20160805HGQH4	Cry70Bb1
20160805HGQH4	Cry70Bb1
20160805HGQH4	Tpp2Aa1
20160805HGQH4	Tpp49Aa4
20160805HGQH4	Cry32Ta1
20160805HGQH4	Vpb4Ca1
20160805HGQH4	Cry1Aa17
20160805HGQH4	Cry9Aa3
20160805HGQH4	Cry4Da1
20160805HGQH4	Cry27Aa1
20160805HGQH4	Cry30Aa1
20160805HGQH4	Cry4Da1
20160805HGQH4	Cry1Ia44
20160805HGQH4	Cry1Ac9
20160805HGQH4	Cry32Va1
20160805HGQH4	Cry4Da1
20160805HGQH4	Vip3Aa7
20160805HGQH4	Cry2Ab35
20160805HGQH4	Mpp51Aa1
20160805HGQH4	Vpb4Ca1
20160805HGQH4	Tpp49Ab1
20160805HGQH4	Cry4Aa4
20160812ZSRH2	Mpp51Aa1
20160812ZSRH2	Vpb4Aa1
20160812ZSRH2	Cry14Aa1
20160812ZSRH2	Cry21Ca1
20160812ZSRH2	Cry13Aa2
20160812ZSRH2	Tpp80Ab1
20160812ZSRH2	Xpp22Ba1
20160812ZSRH2	App6Ba1
20160812ZSRH2	Tpp80Aa1
20160812ZSRH2	Vpb4Ca1
20160812ZSRH2	Cry13Aa2
20160812ZSRH2	Cry30Aa1
20160812ZSRH2	Cry4Da1
20160812ZSRH2	Tpp78Ba1
20160812ZSRH2	Tpp80Aa1
20160812ZSRH2	Cry21Ga1
20160812ZSRH2	Cry70Aa1
20160812ZSRH2	Cry5Ba1
20160812ZSRH2	Cry21Ea1
20160812ZSRH2	Cry21Ha1
20160812ZSRH2	Cry21Ca2
20160812ZSRH2	Cry21Ca2
20160812ZSRH2	Vpb4Ca1
20160816YYFH5	Vpb4Ca1
20160816YYFH5	Tpp80Ab1
20160816YYFH5	Mpp46Ab1
20160816YYFH5	Vpb4Ca1
20160816YYFH5	Cry70Aa1
20160816YYFH5	Vpb1Ac1
20160816YYFH5	Vpb1Bc1
20160816YYFH5	Vpb4Ca1
20160816YYFH5	Xpp22Bb1
20160816YYFH5	Cry30Aa1
20160816YYFH5	Cry4Da1
20160816YYFH5	Mpp46Ab1
20160816YYFH5	Tpp80Aa1
20160823YYYH7	Cry42Aa1
20160823YYYH7	Tpp78Aa1
20160823YYYH7	Vpb1Aa3
20160823YYYH7	Vpb4Ca1
20160823YYYH7	Cry73Ba2
20160905YYFH6	Vpb4Ca1
20160905YYFH6	Cry29Aa1
20160905YYFH6	Tpp80Aa1
20160905YYFH6	Cry30Aa1
20160905YYFH6	Cry4Da1
20160905YYFH6	Mpp51Aa1
20160907XBBH7	Mpp51Aa1
20160907XBBH7	Vpb4Ca1
20160907XBBH7	Vpb4Ca1
20160907XBBH7	Cyt2Ca1
20160907XBBH7	App4Aa1
20160907XBBH7	Tpp80Ab1
20160907XBBH7	Cry1Ac30
20160907XBBH7	Tpp80Aa1
20160907XBBH7	Cry1Ac4
20160907XBBH7	Xpp22Bb1
20160907XBBH7	Cry30Aa1
20160907XBBH7	Cry4Da1
20160907XBBH7	Cry29Aa1
20160907XBBH7	Tpp78Ba1
20160907ZSRH6	Vpb4Ca1
20160907ZSRH6	Xpp22Bb1
20160907ZSRH6	Tpp80Aa1
20160907ZSRH6	App4Aa1
20160907ZSRH6	Vpb4Ca1
20160907ZSRH6	Tpp80Aa1
20160907ZSRH6	Vpb4Ca1
20160907ZSRH6	Tpp78Ba1
20160907ZSRH6	Cry8Aa1
10GHQ	Vpb4Ca1
10GHQ	Cry7Fa2
2GHQ	Cry2Aa9
2GHQ	Cry29Aa1
2GHQ	Vpb4Ca1
2GHQ	Vip3Af5
2GHQ	Cry1Ia44
2GHQ	Cry1Ac9
2GHQ	Cry30Aa1
2GHQ	Cry4Da1
2GHQ	Cry5Ba1
2GHQ	App6Ba1
2GHQ	Mpp51Aa1
4GHQ	Mpp3Aa6
4GHQ	Vpb4Ca1
4GHQ	Tpp80Aa1
4GHQ	Mpp46Ab1
4GHQ	Vpb4Ca1
4GHQ	Cry73Aa1
4GHQ	Vpb4Aa1
4GHQ	Tpp78Aa1
4GHQ	Cry30Aa1
4GHQ	Cry30Aa1
4GHQ	Cry4Da1
4GHQ	Tpp80Ab1
4GHQ	Mpp4Aa1
5GHQ	Tpp78Aa1
5GHQ	Vpb4Ca1
5GHQ	Vpb4Ca1
5GHQ	Mpp5Ab1
5GHQ	Tpp80Aa1
5GHQ	Tpp80Ab1
5GHQ	Mpp46Ab1
5GHQ	Mpp4Aa1
5GHQ	Vpb4Ca1
5GHQ	Vpb4Ca1
5GHQ	Mpp3Aa6
5GHQ	Vpb1Ea1
5GHQ	Vpb1Ad1
5GHQ	Vpb1Ba2
5GHQ	Vpa2Ba2
5GHQ	Vpb1Ad1
7GHQ	Cry32Ra1
7GHQ	Tpp80Aa1
7GHQ	Tpp80Ab1
7GHQ	Mpp46Ab1
7GHQ	Cry32Ra1
7GHQ	Vpb4Ca1
7GHQ	Tpp80Ab1
7GHQ	Cry32La1
7GHQ	Cyt1Da2
7GHQ	Vpb4Ca1
8GHQ	Cry32Da1
8GHQ	Vpb4Ca1
8GHQ	Tpp80Ab1
8GHQ	Vpb4Ca1
8GHQ	Cyt1Ca1
8GHQ	Mpp46Ab1
9GHQ	Mpp46Ab1
9GHQ	Vip3Bc1
9GHQ	Vpb4Ca1
20161224YYYH32	Tpp80Ab1
20161224YYYH32	Vpb4Ca1
20161224YYYH32	Tpp80Ab1
20161224YYYH32	Vpa2Bb4
20161224YYYH33	Tpp80Ab1
20161224YYYH34	Tpp80Ab1
20161224YYYH34	Vpb4Ca1
20161224YYYH34	Cry7Ab8
20161224YYYH34	Mpp2Aa4
20161229WXFH13	Vpb4Ca1
20161229WXFH13	Vpb4Aa2
20161229WXFH13	Tpp80Aa1
20161229WXFH13	Tpp80Ab1
20161229WXFH13	Xpp22Bb1
20161229WXFH13	Tpp78Ba1
20161229WXFH13	Tpp1Aa4
20161229WXFH13	Vpa2Ba2
20161229WXFH13	Vpb4Ca1
20161229WXFH3	Cry4Da1
20161229WXFH3	Cry4Cb2
20161229WXFH3	Xpp22Bb1
20161229WXFH3	Vpa2Ba2
20161229WXFH3	Cyt2Ca1
20161229WXFH3	Cry1Ca9
20161229WXFH3	Mpp46Ab1
20161229WXFH3	Vpb4Ca1
20161229WXFH3	Cry1Da2
20161229WXFH3	Vip3Aa7
20161229WXFH3	Cry2Ab35
20161229WXFH3	Tpp78Ba1
20161229WXFH3	Cry52Ca1
20161229WXFH3	Cry54Ba2
20161229WXFH3	Cry1Aa6
20161229WXFH3	Cry1Ac9
20161229WXFH3	Cry54Aa1
20161229WXFH3	Cry4Ba5
20161229WXFH3	Cry1Aa18
20161229WXFH3	Tpp80Ab1
20161229WXFH3	Tpp80Ab1
20161229WXFH3	Cry59Aa1
20161229WXFH3	Cry4Cb2
20161229WXFH3	App4Aa1
20161229WXFH3	Vpb1Ad1
20161229WXFH3	Cry59Aa1
20161229WXFH3	Vpb1Ca2
20161229WXFH3	Vpb4Ca1
20161229WXFH3	Cry1Aa18
20161229WXFH3	Vpb4Ca1
20161229WXFH3	Cry59Aa1
20161229WXFH3	Cry9Ea9
20161229WXFH3	Cry1Ia44
20161229WXFH3	Vip3Bc1
20161229WXFH3	Cry72Aa1
20161229WXFH3	Cry52Ca1
20161229WXFH3	Cry4Ca2
20161229WXFH3	Cry4Da1
20161229WXFH3	Vpb4Ca1
20161229WXFH3	Cry2Ae1
20161229WXFH3	Cry4Cb2
20161229WXFH4	Mpp46Ab1
20161229WXFH4	Vpb4Ca1
20161229WXFH4	Vpb4Ca1
20161229WXFH4	Cyt2Aa4
20161229WXFH4	Cyt2Aa3
20161229WXFH4	Cyt2Aa4
20161229WXFH4	Cyt2Bb1
20161229WXFH4	Vpa2Ba2
20161229WXFH4	Cry30Aa1
20161229WXFH4	Cry4Da1
20161229WXFH4	Mpp46Ab1
20161229WXFH4	Xpp22Bb1
20161229WXFH6	Vpa2Ba2
20161229WXFH6	Cyt2Aa3
20161229WXFH6	Cyt2Aa4
20161229WXFH6	Cyt2Bb1
20161229WXFH6	Cyt2Aa4
20161229WXFH6	Vpb4Ca1
20161229WXFH6	Tpp80Ab1
20161229WXFH6	Cry21Ca2
20161229WXFH6	Cry58Aa1
20161229WXFH6	Tpp80Aa1
20161229WXFH6	Tpp80Ab1
20161229WXFH6	Vpb4Ca1
20161229WXFH6	Xpp22Bb1
20161230WXFH7	Cry21Ca2
20161230WXFH7	Cry58Aa1
20161230WXFH7	Vpb4Ca1
20161230WXFH7	Vpa2Af2
20161230WXFH7	Vpb4Ca1
20161230WXFH7	Tpp80Ab1
20161230WXFH7	Xpp22Bb1
20161230WXFH9	Vpb4Ca1
20161230WXFH9	Tpp80Ab1
20161230WXFH9	Cyt2Ca1
20161230WXFH9	Tpp78Aa1
20161231WXFH12	Vpb4Ca1
20161231WXFH12	Xpp22Bb1
20161231WXFH12	Vpa2Ba2
20161231WXFH12	Xpp22Bb1
20161231WXFH12	Cyt2Aa3
20161231WXFH12	Cyt2Aa4
20161231WXFH12	Cyt2Bb1
20161231WXFH12	Cyt2Aa4
20161231WXFH12	Cry8Aa1
20161231WXFH12	Vpb4Ca1
20161231WXFH12	Tpp80Ab1
20161231WXFH12	Vpb4Ca1
20161231WXFH12	Vpb4Ca1
20161231WXFH12	Tpp80Aa1
20161231WXFH12	Tpp80Ab1
20170101WXFH10	Vpb4Ca1
20170101WXFH10	Tpp1Aa5
20170101WXFH10	Xpp22Bb1
20170101WXFH10	App4Aa1
20170101WXFH10	Mpp4Aa1
20170101WXFH10	Xpp22Ba1
20170101WXFH10	Vpa2Ba2
20170101WXFH10	Vpb4Aa1
20170101WXFH10	Vpa2Ad1
20170101WXFH10	Vpb4Ca1
20170101WXFH10	Cry5Ba1
20170101WXFH10	Vpb4Ca1
20170101WXFH10	Mpp51Aa1
20170101WXFH10	Mpp3Aa6
20170101WXFH10	Vpb4Ca1
20170101WXFH10	Mpp75Aa1
20170101WXFH10	Vpb4Ca1
20170101WXFH10	Vpb4Ca1
20170101WXFH10	Tpp80Ab1
20170101WXFH10	Tpp80Aa1
20170101WXFH10	Vpb4Ca1
20170101WXFH10	Tpp80Aa1
20170101WXFH15	Tpp80Ab1
20170101WXFH15	Tpp80Ab1
20170101WXFH15	Cyt2Aa3
20170101WXFH15	Cyt2Aa4
20170101WXFH15	Cyt2Bb1
20170101WXFH15	Cyt2Aa4
20170101WXFH15	Tpp80Aa1
20170101WXFH15	Vpb4Ca1
20170101WXFH15	Vpb4Ca1
20170101WXFH15	Xpp22Bb1
20170101WXFH16	Tpp80Ab1
20170101WXFH16	Cyt2Ca1
20170101WXFH17	Vpb4Ca1
20170101WXFH17	Tpp80Ab1
20170101WXFH17	Mpp46Ab1
20170101WXFH17	Xpp22Bb1
20170101WXFH17	Mpp46Ab1
20170101WXFH17	Tpp80Aa1
20170101WXFH17	Mcf1Ca1
20170101WXFH17	App1Aa1
20170101WXFH17	Vpb4Ca1
20170101WXFH17	Vpb4Ca1
20170101WXFH17	Cyt2Ca1
20170101WXFH17	Tpp80Ab1
20170101WXFH17	Tpp80Aa1
20170101WXFH17	Vpa2Ba1
20170101WXFH17	Cyt2Aa3
20170101WXFH17	Cyt2Aa4
20170101WXFH17	Cyt2Bb1
20170101WXFH17	Cyt2Aa4
20170101WXFH17	Vpa2Ba2
20170101WXFH5	Vpa2Ba2
20170101WXFH5	Tpp80Aa1
20170101WXFH5	Tpp80Aa1
20170101WXFH5	App4Aa1
20170101WXFH5	Mpp46Ab1
20170101WXFH5	Tpp80Ab1
20170101WXFH5	Cyt2Ca1
20170101WXFH5	Tpp78Ba1
20170101WXFH5	Vpb4Ca1
20170101WXFH5	Vpb4Ca1
20170101WXFH5	Mpp51Aa1
20170101WXFH5	Vpb4Ca1
20170101WXFH5	Vpa2Ba1
20170307PMH1	Cry5Da2
20170307PMH1	Cry21Da1
20170307PMH1	Vpb4Ca1
20170307PMH1	Vpb1Ba2
20170307PMH1	Vpb4Ca1
20170307PMH1	Vpa2Af2
20170307PMH1	Cry21Ca2
20170307PMH1	Cry58Aa1
20170307PMH1	Vpb4Ca1
20170307PMH1	App1Aa1
20170307PMH1	Cyt2Ba16
20170307PMH1	Cyt2Bb1
20170307PMH1	Cry70Aa1
20170307PMH1	Vpb4Aa1
20170307PMH1	Cry32Sa1
20170307PMH1	Cry70Aa1
20170307PMH1	Vpb4Ca1
20170307PMH1	Cry63Aa1
20170307PMH1	Mpp46Ab1
20170307PMH1	Mpp46Ab1
20170307PMH1	Vpb4Ca1
20170307PMH1	Vpb4Aa2
20170307PMH1	Cry32Va1
20170307PMH1	Cry31Aa2
20170307PMH1	Vpb4Ca1
20170307PMH10	Cry31Ab1
20170307PMH10	Cry31Ab1
20170307PMH10	Tpp80Ab1
20170307PMH10	Cry32Va1
20170307PMH10	Cyt2Ba16
20170307PMH10	Cyt2Bb1
20170307PMH10	Cry70Aa1
20170307PMH10	Cry5Da2
20170307PMH10	Cry21Da1
20170307PMH10	Cry32Qa1
20170307PMH10	Cry32Eb1
20170307PMH10	Cry41Ab1
20170307PMH10	Vpb4Ca1
20170307PMH10	Cry73Aa1
20170307PMH10	Cry32Ka1
20170307PMH10	Mpp75Aa2
20170307PMH10	Mpp3Aa6
20170307PMH10	Vpa2Af2
20170307PMH10	Vpb4Ca1
20170307PMH10	Vpb4Ca1
20170307PMH10	Tpp80Ab1
20170307PMH10	Cry58Aa1
20170307PMH10	Cry21Ca2
20170307PMH10	Cry31Aa4
20170307PMH10	Cry63Aa1
20170307PMH10	Cry73Aa1
20170307PMH10	Cry31Ac2
20170307PMH10	Cry31Aa5
20170307PMH11	Cry21Da1
20170307PMH11	Cry5Da2
20170307PMH11	Vpb4Ca1
20170307PMH11	Vpa2Af2
20170307PMH11	Cry32Eb1
20170307PMH11	Cry41Ab1
20170307PMH11	Cry73Aa1
20170307PMH11	Vpb1Ad1
20170307PMH11	Vpb1Ad1
20170307PMH11	Cry32La1
20170307PMH11	Mpp3Aa6
20170307PMH11	Cry21Ca2
20170307PMH11	Cry58Aa1
20170307PMH11	Mpp46Ab1
20170307PMH11	Vpb4Ca1
20170307PMH11	Cry73Aa1
20170307PMH11	Cry32Qa1
20170307PMH11	Tpp80Ab1
20170307PMH11	Vpa2Ab1
20170307PMH11	Vpb1Ab1
20170307PMH11	Cry32Ka1
20170307PMH11	Mpp75Aa2
20170307PMH2	Tpp80Ab1
20170307PMH2	Vpb4Ca1
20170307PMH2	Cry21Da1
20170307PMH2	Cry5Da2
20170307PMH2	Vpb4Ca1
20170307PMH2	Vpa2Af2
20170307PMH2	Cry32Va1
20170307PMH2	Cyt2Ba16
20170307PMH2	Cyt2Bb1
20170307PMH2	Cry70Aa1
20170307PMH2	Vpb4Ca1
20170307PMH2	Vpb1Ba2
20170307PMH2	Cry21Ca2
20170307PMH2	Cry58Aa1
20170307PMH2	Vpb4Ca1
20170307PMH2	Vpb4Aa2
20170307PMH2	App1Aa1
20170307PMH2	Mpp46Ab1
20170307PMH3	Cyt2Ca1
20170307PMH3	Vpb4Ca1
20170307PMH3	Mpp46Ab1
20170307PMH3	Vpb4Ca1
20170307PMH3	Vpb4Ca1
20170307PMH3	App1Aa1
20170307PMH4	Mpp46Ab1
20170307PMH4	Vpb4Ca1
20170307PMH4	Vpb4Ca1
20170307PMH4	Vpb4Aa1
20170307PMH4	Cry21Ca2
20170307PMH4	Cry58Aa1
20170307PMH4	Tpp80Ab1
20170307PMH4	Vpb4Ca1
20170307PMH4	Vpb4Ca1
20170307PMH4	Vpa2Af2
20170307PMH4	Vpb4Aa2
20170307PMH4	Mpp46Ab1
20170307PMH6	Cry32Eb1
20170307PMH6	Cry41Ab1
20170307PMH6	Cry73Aa1
20170307PMH6	Cry2Aa16
20170307PMH6	Mpp3Aa6
20170307PMH6	Cry32La1
20170307PMH6	Xpp55Aa2
20170307PMH6	App6Aa3
20170307PMH6	App6Aa2
20170307PMH6	Mpp46Ab1
20170307PMH6	Cry32Qa1
20170307PMH6	Cry1Aa3
20170307PMH6	Cry1Ia44
20170307PMH6	Cry2Aa9
20170307PMH6	Vpb4Ca1
20170307PMH6	Vip3Aa7
20170307PMH6	Cry2Ab35
20170307PMH6	Cry8Aa1
20170307PMH6	Cry73Aa1
20170307PMH6	Cry32Ka1
20170307PMH6	Mpp75Aa2
20170307PMH6	Cry5Ba2
20170307PMH6	Vpb4Ca1
20170307PMH6	Tpp80Ab1
20170307PMH6	Vpa2Aa3
20170307PMH7	Cry21Da1
20170307PMH7	Cry5Da2
20170307PMH7	Vpb4Ca1
20170307PMH7	Vpa2Af2
20170307PMH7	Mpp46Ab1
20170307PMH7	Vpb4Ca1
20170307PMH7	Vpb4Ca1
20170307PMH7	Cry21Ca2
20170307PMH7	Cry58Aa1
20170307PMH7	Vpb4Aa2
20170318ZYH1	Vpb1Da1
20170318ZYH1	Mpp46Ab1
20170318ZYH1	Vpb4Ca1
20170318ZYH1	Vpb4Ca1
20170318ZYH1	Cry70Aa1
20170318ZYH1	Vpb4Ca1
20170318ZYH1	Tpp80Ab1
20170318ZYH1	Vpb4Aa1
20170318ZYH1	Vpb4Aa1
20170318ZYH1	Vpb4Ca1
20170318ZYH2	Tpp80Ab1
20170318ZYH2	Vpb4Ca1
20170318ZYH2	Vpb4Ca1
20170318ZYH2	Vpb4Ca1
20170322ZYH3	Tpp80Ab1
20170322ZYH3	Vpb4Ca1
20170322ZYH3	Mpp46Ab1
20170322ZYH3	Tpp80Aa1
20170322ZYH3	Mpp46Ab1
20170322ZYH3	Vpb4Ca1
20170322ZYH4	Tpp80Ab1
20170322ZYH4	Vpb1Ca1
20170322ZYH4	Vpb4Ba1
20170322ZYH4	Vpb4Ca1
20170322ZYH4	Vpb4Ca1
20170322ZYH5	Vpb4Ca1
20170322ZYH5	Vpb4Ca1
20170325ZYH6	Cry70Aa1
20170325ZYH6	Tpp80Ab1
20170325ZYH6	Vpb1Da1
20170325ZYH6	Vpb4Ca1
20170325ZYH6	Vpb4Ca1
20170325ZYH6	Mpp46Ab1
20170325ZYH6	Vpb4Aa1
20170325ZYH6	Vpb4Aa1
20170325ZYH6	App4Aa1
20170325ZYH6	Vpb4Ca1
20170325ZYH7	Vpb4Ca1
20170325ZYH7	Tpp80Ab1
20170325ZYH7	Vpb4Ca1
20170327LXLH1	Tpp78Aa1
20170327LXLH1	Cry70Bb1
20170327LXLH1	Tpp80Aa1
20170327LXLH1	Vpb4Ca1
20170327LXLH1	Mpp46Ab1
20170327LXLH1	Vpb4Aa2
20170327LXLH1	Vpb4Ca1
20170327LXLH1	Vpb4Da2
20170327LXLH2	Vpb1Ca1
20170327LXLH2	Vpb4Ba1
20170327LXLH2	App4Aa1
20170327LXLH2	Vpb4Ca1
20170327LXLH2	Vpb4Ca1
20170327LXLH2	Vpb4Ca1
20170327LXLH2	Vpb4Da2
20170327LXLH3	Vpb4Ca1
20170327LXLH3	Tpp80Ab1
20170327LXLH3	Cyt2Ca1
20170327LXLH3	Cry70Bb1
20170327LXLH3	Mpp46Ab1
20170327LXLH3	Tpp78Aa1
20170327LXLH3	Tpp80Aa1
20170327LXLH3	Vpb4Ca1
20170327LXLH3	Vpb4Aa1
20170327LXLH3	Vpb4Ca1
20170327LXLH3	Vpb4Ca1
20170327LXLH3	Vpb4Ca1
20170327LXLH3	Tpp78Aa1
20170327LXLH3	Vpb4Da2
20170331CCH001	Tpp80Ab1
20170331CCH001	Vpb4Ca1
20170331CCH001	App6Ba1
20170331CCH001	Cry70Bb1
20170331CCH001	Mpp46Ab1
20170331CCH001	Tpp78Ba1
20170331CCH001	Vpb4Aa2
20170331CCH001	Vpb4Ca1
20170331CCH001	Vip3Ca3
20170331CCH001	Vpb4Ca1
20170331CCH001	Tpp80Aa1
20170331CCH001	Tpp80Aa1
20170331CCH004	Tpp80Ab1
20170331CCH004	Vpb4Ca1
20170331CCH004	Xpp22Bb1
20170331CCH004	Cry70Aa1
20170331CCH004	Vpb4Ca1
20170331CCH004	Tpp80Ab1
20170331CCH004	Vpb4Ca1
20170331CCH004	Vpb4Ca1
20170331CCH004	Mpp46Ab1
20170331CCH004	Tpp80Ab1
20170331CCH004	Vpb4Aa1
20170331CCH004	Vpb4Aa1
20170331CCH004	App4Aa1
20170331CCH006	Cry54Ab1
20170331CCH006	Cry54Ab1
20170331CCH006	Cry52Aa1
20170331CCH006	Vpb4Ca1
20170331CCH006	Cry70Ba1
20170331CCH006	Vpb1Ba2
20170331CCH006	Mpp46Ab1
20170331CCH006	Cry20Aa1
20170331CCH006	Vpb4Ca1
20170331CCH006	Vpb4Ca1
20170331CCH006	Cry2Aa13
20170331CCH006	Cry68Aa1
20170331CCH006	Cry4Ca1
20170331CCH006	Cry68Aa1
20170331CCH006	Cry52Ca1
20170331CCH006	Cry53Ab1
20170331CCH006	Cry4Ca2
20170331CCH006	Tpp49Aa4
20170331CCH006	App4Aa1
20170331CCH006	App4Aa1
20170331CCH006	Cry69Aa2
20170331CCH006	Vpb4Aa2
20170331CCH006	Tpp36Aa1
20170331CCH006	Mpp46Ab1
20170331CCH006	Cry1Ac9
20170331TCHH001	Vpa2Ab1
20170331TCHH001	Vpb1Ab1
20170331TCHH001	Vpb4Ca1
20170331TCHH001	Cry59Aa1
20170331TCHH001	Tpp80Aa1
20170331TCHH001	Cry70Aa1
20170331TCHH001	Tpp80Ab1
20170331TCHH001	Vpa2Ba2
20170331TCHH001	Vpb1Da1
20170331TCHH001	Mpp46Ab1
20170331TCHH001	Vpa2Bb4
20170331TCHH001	Vpb1Ad1
20170331TCHH001	Mpp5Ab1
20170331TCHH001	Vpa2Ba2
20170331TCHH001	Xpp37Aa1
20170331TCHH001	Mpp23Aa1
20170331TCHH001	App4Aa1
20170331TCHH001	Tpp80Aa1
20170331TCHH001	Cry3Aa7
20170331TCHH001	Vpb4Ca1
20170331TCHH001	Tpp80Ab1
20170331TCHH002	Vpb4Ca1
20170331TCHH002	Mpp46Ab1
20170331TCHH002	Tpp80Ab1
20170331TCHH002	Vpb4Aa2
20170331TCHH002	Vpb4Ca1
20170331TCHH002	Vpb4Ca1
20170331TCHH003	Cry32Ka1
20170331TCHH003	Vpb4Ca1
20170331TCHH003	Cry32Da1
20170331TCHH003	Cry32Ta1
20170331TCHH003	Cyt1Da2
20170331TCHH003	Cry32Ta1
20170331TCHH003	Cry32Ja1
20170331TCHH003	Cry32Mb1
20170331TCHH003	Mpp45Aa1
20170331TCHH003	Cry70Aa1
20170331TCHH003	Cry32Ha2
20170331TCHH003	Vpb4Ca1
20170331TCHH003	Vpb4Aa2
20170331TCHH003	Vpb4Ca1
20170331TCHH003	Xpp22Ba1
20170331TCHH003	Cry32La1
20170331TCHH003	App4Aa1
20170331TCHH003	Mpp74Aa1
20170331TCHH003	Cry32Ra1
20170331TCHH003	Cry32Ta1
20170331TCHH003	Vpb4Ca1
20170331TCHH003	App4Aa1
20170331TCHH003	Tpp80Aa1
20170331TCHH003	Tpp80Ab1
20170331TCHH003	Cry43Ca1
20170331WAGH1	Cry20Aa1
20170331WAGH1	Vpb4Ca1
20170331WAGH1	App4Aa1
20170331WAGH1	App4Aa1
20170331WAGH1	Vpb4Ca1
20170331WAGH1	Cry2Aa9
20170331WAGH1	Cry1Ia44
20170331WAGH1	Vip3Aa7
20170331WAGH1	Cry1Aa3
20170331WAGH1	Cry2Ab35
20170331WAGH1	App4Aa1
20170331WAGH1	Tpp36Aa1
20170331WAGH1	Cry54Ba2
20170331WAGH1	Vpb4Ca1
20170331WAGH1	Tpp80Aa1
20170331WAGH1	Mpp33Aa1
20170331WAGH1	Vpb1Ad1
20170331WAGH1	Vpb4Da2
20170331WAGH1	Vpb1Ad1
20170331WAGH1	Tpp49Aa4
20170331WAGH1	Tpp49Ab1
20170331WAGH1	Cry52Ca1
20170331WAGH1	Cry4Ca1
20170331WAGH1	Cry4Aa4
20170331WAGH1	Cyt2Ca1
20170331WAGH1	Tpp80Ab1
20170331WAGH1	Cry4Ba4
20170331WAGH1	Cyt2Aa3
20170331WAGH1	Cyt2Ca1
20170331WAGH1	Cyt2Bc1
20170331WAGH1	Cyt2Aa4
20170331WAGH1	Mpp46Ab1
20170331WAGH1	Cry32Da1
20170331WAGH1	Cry32Ra1
20170331WAGH1	Cry4Aa1
20170331WAGH1	Cry69Ab1
20170331WAGH1	Cry4Ba5
20170331WAGH1	Cry44Aa1
20170331WAGH1	Cry8Ca2
20170331WAGH1	Mpp74Aa1
20170331WAGH1	Mpp45Aa1
20170331WAGH1	Cyt1Da2
20170331WAGH1	Cry32Ka1
20170331WAGH3	Cry4Ba4
20170331WAGH3	App4Aa1
20170331WAGH3	Vpb4Ca1
20170331WAGH3	Cry32Na1
20170331WAGH3	Vpb4Ca1
20170331WAGH3	Vpa2Aa3
20170331WAGH3	Vpb4Aa2
20170331WAGH3	Vpb4Aa1
20170331WAGH3	Tpp78Aa1
20170331WAGH3	Cyt1Da2
20170331WAGH3	Tpp36Aa1
20170331WAGH3	Cry11Bb2
20170331WAGH3	Cry11Bb2
20170331WAGH3	Cry68Aa1
20170331WAGH3	Cry43Ca1
20170331WAGH3	Cry41Aa1
20170331WAGH3	Cry32Ha2
20170331WAGH3	Vpb4Ca1
20170331WAGH3	Cry48Aa3
20170331WAGH3	Cry4Ca2
20170331WAGH3	Cry68Aa1
20170331WAGH3	Cry30Ba1
20170331WAGH3	Mpp46Ab1
20170331WAGH3	Vpb4Ca1
20170331WAGH3	Cry4Da1
20170331WAGH3	Mpp2Aa4
20170331WAGH3	Tpp80Ab1
20170331WAGH3	Mpp15Aa1
20170331WAGH3	Vpb4Da2
20170331WAGH3	App4Aa1
20170331WAGH3	App4Aa1
20170331WAGH3	Cry32Qa1
20170331WAGH3	App4Aa1
20170331WAGH5	Cry20Aa1
20170331WAGH5	Xpp22Ba1
20170331WAGH5	Vpb1Ba1
20170331WAGH5	Vpb4Ca1
20170331WAGH5	Tpp80Aa1
20170331WAGH5	Cyt1Da2
20170331WAGH5	Cry54Ba2
20170331WAGH5	Tpp49Aa4
20170331WAGH5	Tpp49Ab1
20170331WAGH5	Cry52Ca1
20170331WAGH5	Cry4Ca1
20170331WAGH5	Cry4Aa4
20170331WAGH5	Cry70Bb1
20170331WAGH5	Cry4Ba4
20170331WAGH5	Cry4Ca1
20170331WAGH5	Cry59Ba1
20170331WAGH5	Cyt2Ca1
20170331WAGH5	Mpp46Ab1
20170331WAGH5	App4Aa1
20170331WAGH5	Vpb4Da2
20170331WAGH5	Vpb4Aa2
20170331WAGH5	Cry4Aa1
20170331WAGH5	Cry69Ab1
20170331WAGH5	Tpp80Ab1
20170331WAGH5	Vpb4Ca1
20170331WAGH5	Vpb4Ca1
20170331WAGH5	Cry20Aa1
20170401ZNAH2	Cry8Ma2
20170401ZNAH2	Cry9Ea9
20170401ZNAH2	Cry1Aa9
20170401ZNAH2	Vpb4Aa2
20170401ZNAH2	Tpp78Ba1
20170401ZNAH2	Vpb4Ca1
20170401ZNAH2	Mpp3Aa6
20170401ZNAH2	Vip3Aa7
20170401ZNAH2	Cry2Ab35
20170401ZNAH2	Cry8Ab1
20170401ZNAH2	Cyt2Ca1
20170401ZNAH2	Cry70Bb1
20170401ZNAH2	Cry1Aa6
20170401ZNAH2	Vpb1Aa3
20170401ZNAH2	Vpb4Ca1
20170401ZNAH2	Vpb4Ca1
